"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1605","Расчет стоимости билета через UI","chromium","2026-05-04","passed","2026-05-04","","ui.spec.js","",""
